srcIdHex,alias,pkts,lost,lossPct,avgRssi,avgSnr,avgE2ELat,avgLatHop,avgThroughput,avgLinkMargin,avgDistanceM,lastPath,droppedFragments
1D462D,N2,756,0,0.0,-54.772,37.228,1.0,1.0,920.0,69.228,0.0,N2,4488
87BC16,N3,936,0,0.0,-46.487,45.513,1.0,1.0,920.547,77.513,0.0,N3,4488
DA782A,R2,937,0,0.0,-37.88,54.12,1.002,1.0,902.869,86.12,0.0,R2,4488
DE5C6F,R1,937,0,0.0,-32.16,59.84,1.002,1.0,903.317,91.84,0.0,R1,4488
E21FB5,N1,923,0,0.0,-29.831,62.169,1.001,1.0,919.961,94.169,0.0,N1,4488
