proto,routeVer,srcIdHex,parentAlias,path,destAlias,seqHex,tsOrigin,slotId,lat,lon,hopCount,netFlags,retryCount,backlogCount,frameIdx,posInFrame,e2eLat,avgLatHop,hopRssiSum,avgRssi,hopSnrSum,avgSnr,throughput,linkMargin,packetLoss,packetSizeBytes
01,1,87BC16,S,N3,S,0005,1779091890,5,0.000000,0.0,1,00,0,0,29651531,30,1,1.000,-59,-59.0,33.00,33.0,928.0,65.0,0,116
03,1,DE5C6F,S,R1,S,0006,1779091920,1,0.000000,0.0,1,00,0,0,29651532,0,1,1.000,-36,-36.0,56.00,56.0,904.0,88.0,0,113
03,1,DA782A,S,R2,S,0006,1779091924,2,0.000000,0.0,1,00,0,0,29651532,4,1,1.000,-42,-42.0,50.00,50.0,904.0,82.0,0,113
01,1,E21FB5,S,N1,S,0006,1779091930,3,0.000000,0.0,1,00,0,0,29651532,10,1,1.000,-32,-32.0,60.00,60.0,928.0,92.0,0,116
01,1,1D462D,S,N2,S,0006,1779091940,4,0.000000,0.0,1,00,0,0,29651532,20,1,1.000,-61,-61.0,31.00,31.0,920.0,63.0,0,115
01,1,87BC16,S,N3,S,0006,1779091950,5,0.000000,0.0,1,00,0,0,29651532,30,1,1.000,-60,-60.0,32.00,32.0,928.0,64.0,0,116
03,1,DE5C6F,S,R1,S,0007,1779091980,1,0.000000,0.0,1,00,0,0,29651533,0,1,1.000,-35,-35.0,57.00,57.0,904.0,89.0,0,113
03,1,DA782A,S,R2,S,0007,1779091984,2,0.000000,0.0,1,00,0,0,29651533,4,1,1.000,-42,-42.0,50.00,50.0,904.0,82.0,0,113
01,1,E21FB5,S,N1,S,0007,1779091990,3,0.000000,0.0,1,00,0,0,29651533,10,1,1.000,-32,-32.0,60.00,60.0,928.0,92.0,0,116
01,1,1D462D,S,N2,S,0007,1779092000,4,0.000000,0.0,1,00,0,0,29651533,20,1,1.000,-61,-61.0,31.00,31.0,920.0,63.0,0,115
01,1,87BC16,S,N3,S,0007,1779092010,5,0.000000,0.0,1,00,0,0,29651533,30,1,1.000,-59,-59.0,33.00,33.0,928.0,65.0,0,116
03,1,DE5C6F,S,R1,S,0008,1779092040,1,0.000000,0.0,1,00,0,0,29651534,0,1,1.000,-38,-38.0,54.00,54.0,904.0,86.0,0,113
03,1,DA782A,S,R2,S,0008,1779092044,2,0.000000,0.0,1,00,0,0,29651534,4,1,1.000,-46,-46.0,46.00,46.0,904.0,78.0,0,113
01,1,E21FB5,S,N1,S,0008,1779092050,3,0.000000,0.0,1,00,0,0,29651534,10,1,1.000,-31,-31.0,61.00,61.0,928.0,93.0,0,116
01,1,1D462D,S,N2,S,0008,1779092060,4,0.000000,0.0,1,00,0,0,29651534,20,1,1.000,-61,-61.0,31.00,31.0,920.0,63.0,0,115
01,1,87BC16,S,N3,S,0008,1779092070,5,0.000000,0.0,1,00,0,0,29651534,30,1,1.000,-61,-61.0,31.00,31.0,928.0,63.0,0,116
03,1,DE5C6F,S,R1,S,0009,1779092100,1,0.000000,0.0,1,00,0,0,29651535,0,1,1.000,-37,-37.0,55.00,55.0,904.0,87.0,0,113
03,1,DA782A,S,R2,S,0009,1779092104,2,0.000000,0.0,1,00,0,0,29651535,4,1,1.000,-45,-45.0,47.00,47.0,904.0,79.0,0,113
01,1,E21FB5,S,N1,S,0009,1779092110,3,0.000000,0.0,1,00,0,0,29651535,10,1,1.000,-32,-32.0,60.00,60.0,928.0,92.0,0,116
01,1,1D462D,S,N2,S,0009,1779092120,4,0.000000,0.0,1,00,0,0,29651535,20,1,1.000,-62,-62.0,30.00,30.0,920.0,62.0,0,115
01,1,87BC16,S,N3,S,0009,1779092130,5,0.000000,0.0,1,00,0,0,29651535,30,1,1.000,-62,-62.0,30.00,30.0,928.0,62.0,0,116
03,1,DE5C6F,S,R1,S,000A,1779092160,1,0.000000,0.0,1,00,0,0,29651536,0,1,1.000,-37,-37.0,55.00,55.0,904.0,87.0,0,113
03,1,DA782A,S,R2,S,000A,1779092164,2,0.000000,0.0,1,00,0,0,29651536,4,1,1.000,-46,-46.0,46.00,46.0,904.0,78.0,0,113
01,1,E21FB5,S,N1,S,000A,1779092170,3,0.000000,0.0,1,00,0,0,29651536,10,1,1.000,-31,-31.0,61.00,61.0,928.0,93.0,0,116
01,1,1D462D,S,N2,S,000A,1779092180,4,0.000000,0.0,1,00,0,0,29651536,20,1,1.000,-62,-62.0,30.00,30.0,920.0,62.0,0,115
01,1,87BC16,S,N3,S,000A,1779092190,5,0.000000,0.0,1,00,0,0,29651536,30,1,1.000,-61,-61.0,31.00,31.0,928.0,63.0,0,116
03,1,DE5C6F,S,R1,S,000B,1779092220,1,0.000000,0.0,1,00,0,0,29651537,0,1,1.000,-38,-38.0,54.00,54.0,904.0,86.0,0,113
03,1,DA782A,S,R2,S,000B,1779092224,2,0.000000,0.0,1,00,0,0,29651537,4,1,1.000,-48,-48.0,44.00,44.0,904.0,76.0,0,113
01,1,E21FB5,S,N1,S,000B,1779092230,3,0.000000,0.0,1,00,0,0,29651537,10,1,1.000,-31,-31.0,61.00,61.0,928.0,93.0,0,116
01,1,1D462D,S,N2,S,000B,1779092240,4,0.000000,0.0,1,00,0,0,29651537,20,1,1.000,-62,-62.0,30.00,30.0,920.0,62.0,0,115
01,1,87BC16,S,N3,S,000B,1779092250,5,0.000000,0.0,1,00,0,0,29651537,30,1,1.000,-61,-61.0,31.00,31.0,928.0,63.0,0,116
03,1,DE5C6F,S,R1,S,000C,1779092280,1,0.000000,0.0,1,00,0,0,29651538,0,1,1.000,-38,-38.0,54.00,54.0,904.0,86.0,0,113
03,1,DA782A,S,R2,S,000C,1779092284,2,0.000000,0.0,1,00,0,0,29651538,4,1,1.000,-49,-49.0,43.00,43.0,904.0,75.0,0,113
01,1,E21FB5,S,N1,S,000C,1779092290,3,0.000000,0.0,1,00,0,0,29651538,10,1,1.000,-31,-31.0,61.00,61.0,928.0,93.0,0,116
01,1,1D462D,S,N2,S,000C,1779092300,4,0.000000,0.0,1,00,0,0,29651538,20,1,1.000,-62,-62.0,30.00,30.0,920.0,62.0,0,115
01,1,87BC16,S,N3,S,000C,1779092310,5,0.000000,0.0,1,00,0,0,29651538,30,1,1.000,-62,-62.0,30.00,30.0,928.0,62.0,0,116
03,1,DE5C6F,S,R1,S,000D,1779092340,1,0.000000,0.0,1,00,0,0,29651539,0,1,1.000,-37,-37.0,55.00,55.0,904.0,87.0,0,113
03,1,DA782A,S,R2,S,000D,1779092344,2,0.000000,0.0,1,00,0,0,29651539,4,1,1.000,-53,-53.0,39.00,39.0,904.0,71.0,0,113
01,1,E21FB5,S,N1,S,000D,1779092350,3,0.000000,0.0,1,00,0,0,29651539,10,1,1.000,-31,-31.0,61.00,61.0,928.0,93.0,0,116
01,1,1D462D,S,N2,S,000D,1779092360,4,0.000000,0.0,1,00,0,0,29651539,20,1,1.000,-72,-72.0,20.00,20.0,920.0,52.0,0,115
01,1,87BC16,S,N3,S,000D,1779092370,5,0.000000,0.0,1,00,0,0,29651539,30,1,1.000,-50,-50.0,42.00,42.0,928.0,74.0,0,116
03,1,DE5C6F,S,R1,S,000E,1779092400,1,0.000000,0.0,1,00,0,0,29651540,0,1,1.000,-38,-38.0,54.00,54.0,904.0,86.0,0,113
03,1,DA782A,S,R2,S,000E,1779092404,2,0.000000,0.0,1,00,0,0,29651540,4,1,1.000,-49,-49.0,43.00,43.0,904.0,75.0,0,113
01,1,E21FB5,S,N1,S,000E,1779092410,3,0.000000,0.0,1,00,0,0,29651540,10,1,1.000,-31,-31.0,61.00,61.0,928.0,93.0,0,116
01,1,1D462D,S,N2,S,000E,1779092420,4,0.000000,0.0,1,00,0,0,29651540,20,1,1.000,-61,-61.0,31.00,31.0,920.0,63.0,0,115
01,1,87BC16,S,N3,S,000E,1779092430,5,0.000000,0.0,1,00,0,0,29651540,30,1,1.000,-63,-63.0,29.00,29.0,928.0,61.0,0,116
03,1,DE5C6F,S,R1,S,000F,1779092460,1,0.000000,0.0,1,00,0,0,29651541,0,1,1.000,-38,-38.0,54.00,54.0,904.0,86.0,0,113
03,1,DA782A,S,R2,S,000F,1779092464,2,0.000000,0.0,1,00,0,0,29651541,4,1,1.000,-48,-48.0,44.00,44.0,904.0,76.0,0,113
01,1,E21FB5,S,N1,S,000F,1779092470,3,0.000000,0.0,1,00,0,0,29651541,10,1,1.000,-32,-32.0,60.00,60.0,928.0,92.0,0,116
01,1,1D462D,S,N2,S,000F,1779092480,4,0.000000,0.0,1,00,0,0,29651541,20,1,1.000,-62,-62.0,30.00,30.0,920.0,62.0,0,115
01,1,87BC16,S,N3,S,000F,1779092490,5,0.000000,0.0,1,00,0,0,29651541,30,1,1.000,-54,-54.0,38.00,38.0,928.0,70.0,0,116
03,1,DE5C6F,S,R1,S,0010,1779092520,1,0.000000,0.0,1,00,0,0,29651542,0,1,1.000,-34,-34.0,58.00,58.0,904.0,90.0,0,113
03,1,DA782A,S,R2,S,0010,1779092524,2,0.000000,0.0,1,00,0,0,29651542,4,1,1.000,-37,-37.0,55.00,55.0,904.0,87.0,0,113
01,1,E21FB5,S,N1,S,0010,1779092530,3,0.000000,0.0,1,00,0,0,29651542,10,1,1.000,-32,-32.0,60.00,60.0,928.0,92.0,0,116
01,1,1D462D,S,N2,S,0010,1779092540,4,0.000000,0.0,1,00,0,0,29651542,20,1,1.000,-62,-62.0,30.00,30.0,920.0,62.0,0,115
01,1,87BC16,S,N3,S,0010,1779092550,5,0.000000,0.0,1,00,0,0,29651542,30,1,1.000,-54,-54.0,38.00,38.0,928.0,70.0,0,116
03,1,DE5C6F,S,R1,S,0011,1779092580,1,0.000000,0.0,1,00,0,0,29651543,0,1,1.000,-34,-34.0,58.00,58.0,904.0,90.0,0,113
03,1,DA782A,S,R2,S,0011,1779092584,2,0.000000,0.0,1,00,0,0,29651543,4,1,1.000,-37,-37.0,55.00,55.0,904.0,87.0,0,113
01,1,E21FB5,S,N1,S,0011,1779092590,3,0.000000,0.0,1,00,0,0,29651543,10,1,1.000,-32,-32.0,60.00,60.0,928.0,92.0,0,116
01,1,1D462D,S,N2,S,0011,1779092600,4,0.000000,0.0,1,00,0,0,29651543,20,1,1.000,-62,-62.0,30.00,30.0,920.0,62.0,0,115
01,1,87BC16,S,N3,S,0011,1779092610,5,0.000000,0.0,1,00,0,0,29651543,30,1,1.000,-53,-53.0,39.00,39.0,928.0,71.0,0,116
03,1,DE5C6F,S,R1,S,0012,1779092640,1,0.000000,0.0,1,00,0,0,29651544,0,1,1.000,-37,-37.0,55.00,55.0,904.0,87.0,0,113
03,1,DA782A,S,R2,S,0012,1779092644,2,0.000000,0.0,1,00,0,0,29651544,4,1,1.000,-40,-40.0,52.00,52.0,904.0,84.0,0,113
01,1,E21FB5,S,N1,S,0012,1779092650,3,0.000000,0.0,1,00,0,0,29651544,10,1,1.000,-29,-29.0,63.00,63.0,928.0,95.0,0,116
01,1,1D462D,S,N2,S,0012,1779092660,4,0.000000,0.0,1,00,0,0,29651544,20,1,1.000,-64,-64.0,28.00,28.0,920.0,60.0,0,115
01,1,87BC16,S,N3,S,0012,1779092670,5,0.000000,0.0,1,00,0,0,29651544,30,1,1.000,-54,-54.0,38.00,38.0,928.0,70.0,0,116
03,1,DE5C6F,S,R1,S,0013,1779092700,1,0.000000,0.0,1,00,0,0,29651545,0,1,1.000,-33,-33.0,59.00,59.0,904.0,91.0,0,113
03,1,DA782A,S,R2,S,0013,1779092704,2,0.000000,0.0,1,00,0,0,29651545,4,1,1.000,-48,-48.0,44.00,44.0,904.0,76.0,0,113
01,1,E21FB5,S,N1,S,0013,1779092710,3,0.000000,0.0,1,00,0,0,29651545,10,1,1.000,-32,-32.0,60.00,60.0,928.0,92.0,0,116
01,1,1D462D,S,N2,S,0013,1779092720,4,0.000000,0.0,1,00,0,0,29651545,20,1,1.000,-54,-54.0,38.00,38.0,920.0,70.0,0,115
01,1,87BC16,S,N3,S,0013,1779092730,5,0.000000,0.0,1,00,0,0,29651545,30,1,1.000,-54,-54.0,38.00,38.0,928.0,70.0,0,116
03,1,DE5C6F,S,R1,S,0014,1779092760,1,0.000000,0.0,1,00,0,0,29651546,0,1,1.000,-37,-37.0,55.00,55.0,904.0,87.0,0,113
03,1,DA782A,S,R2,S,0014,1779092764,2,0.000000,0.0,1,00,0,0,29651546,4,1,1.000,-40,-40.0,52.00,52.0,904.0,84.0,0,113
01,1,E21FB5,S,N1,S,0014,1779092770,3,0.000000,0.0,1,00,0,0,29651546,10,1,1.000,-29,-29.0,63.00,63.0,928.0,95.0,0,116
01,1,1D462D,S,N2,S,0014,1779092780,4,0.000000,0.0,1,00,0,0,29651546,20,1,1.000,-53,-53.0,39.00,39.0,920.0,71.0,0,115
01,1,87BC16,S,N3,S,0014,1779092790,5,0.000000,0.0,1,00,0,0,29651546,30,1,1.000,-54,-54.0,38.00,38.0,928.0,70.0,0,116
03,1,DE5C6F,S,R1,S,0015,1779092820,1,0.000000,0.0,1,00,0,0,29651547,0,1,1.000,-33,-33.0,59.00,59.0,904.0,91.0,0,113
03,1,DA782A,S,R2,S,0015,1779092824,2,0.000000,0.0,1,00,0,0,29651547,4,1,1.000,-37,-37.0,55.00,55.0,904.0,87.0,0,113
01,1,E21FB5,S,N1,S,0015,1779092830,3,0.000000,0.0,1,00,0,0,29651547,10,1,1.000,-28,-28.0,64.00,64.0,928.0,96.0,0,116
01,1,1D462D,S,N2,S,0015,1779092840,4,0.000000,0.0,1,00,0,0,29651547,20,1,1.000,-54,-54.0,38.00,38.0,920.0,70.0,0,115
01,1,87BC16,S,N3,S,0015,1779092850,5,0.000000,0.0,1,00,0,0,29651547,30,1,1.000,-55,-55.0,37.00,37.0,928.0,69.0,0,116
03,1,DE5C6F,S,R1,S,0016,1779092880,1,0.000000,0.0,1,00,0,0,29651548,0,1,1.000,-34,-34.0,58.00,58.0,904.0,90.0,0,113
03,1,DA782A,S,R2,S,0016,1779092884,2,0.000000,0.0,1,00,0,0,29651548,4,1,1.000,-34,-34.0,58.00,58.0,904.0,90.0,0,113
01,1,E21FB5,S,N1,S,0016,1779092890,3,0.000000,0.0,1,00,0,0,29651548,10,1,1.000,-29,-29.0,63.00,63.0,928.0,95.0,0,116
01,1,1D462D,S,N2,S,0016,1779092900,4,0.000000,0.0,1,00,0,0,29651548,20,1,1.000,-53,-53.0,39.00,39.0,920.0,71.0,0,115
01,1,87BC16,S,N3,S,0016,1779092910,5,0.000000,0.0,1,00,0,0,29651548,30,1,1.000,-53,-53.0,39.00,39.0,928.0,71.0,0,116
03,1,DE5C6F,S,R1,S,0017,1779092940,1,0.000000,0.0,1,00,0,0,29651549,0,1,1.000,-35,-35.0,57.00,57.0,904.0,89.0,0,113
03,1,DA782A,S,R2,S,0017,1779092944,2,0.000000,0.0,1,00,0,0,29651549,4,1,1.000,-35,-35.0,57.00,57.0,904.0,89.0,0,113
01,1,E21FB5,S,N1,S,0017,1779092950,3,0.000000,0.0,1,00,0,0,29651549,10,1,1.000,-28,-28.0,64.00,64.0,928.0,96.0,0,116
01,1,1D462D,S,N2,S,0017,1779092960,4,0.000000,0.0,1,00,0,0,29651549,20,1,1.000,-53,-53.0,39.00,39.0,920.0,71.0,0,115
01,1,87BC16,S,N3,S,0017,1779092970,5,0.000000,0.0,1,00,0,0,29651549,30,1,1.000,-53,-53.0,39.00,39.0,928.0,71.0,0,116
03,1,DE5C6F,S,R1,S,0018,1779093000,1,0.000000,0.0,1,00,0,0,29651550,0,1,1.000,-34,-34.0,58.00,58.0,904.0,90.0,0,113
03,1,DA782A,S,R2,S,0018,1779093004,2,0.000000,0.0,1,00,0,0,29651550,4,1,1.000,-35,-35.0,57.00,57.0,904.0,89.0,0,113
01,1,E21FB5,S,N1,S,0018,1779093010,3,0.000000,0.0,1,00,0,0,29651550,10,1,1.000,-28,-28.0,64.00,64.0,928.0,96.0,0,116
01,1,1D462D,S,N2,S,0018,1779093020,4,0.000000,0.0,1,00,0,0,29651550,20,1,1.000,-54,-54.0,38.00,38.0,920.0,70.0,0,115
01,1,87BC16,S,N3,S,0018,1779093030,5,0.000000,0.0,1,00,0,0,29651550,30,1,1.000,-56,-56.0,36.00,36.0,928.0,68.0,0,116
03,1,DE5C6F,S,R1,S,0019,1779093060,1,0.000000,0.0,1,00,0,0,29651551,0,1,1.000,-33,-33.0,59.00,59.0,904.0,91.0,0,113
03,1,DA782A,S,R2,S,0019,1779093064,2,0.000000,0.0,1,00,0,0,29651551,4,1,1.000,-39,-39.0,53.00,53.0,904.0,85.0,0,113
01,1,E21FB5,S,N1,S,0019,1779093070,3,0.000000,0.0,1,00,0,0,29651551,10,1,1.000,-33,-33.0,59.00,59.0,928.0,91.0,0,116
01,1,1D462D,S,N2,S,0019,1779093080,4,0.000000,0.0,1,00,0,0,29651551,20,1,1.000,-53,-53.0,39.00,39.0,920.0,71.0,0,115
01,1,87BC16,S,N3,S,0019,1779093090,5,0.000000,0.0,1,00,0,0,29651551,30,1,1.000,-55,-55.0,37.00,37.0,928.0,69.0,0,116
03,1,DE5C6F,S,R1,S,001A,1779093120,1,0.000000,0.0,1,00,0,0,29651552,0,1,1.000,-35,-35.0,57.00,57.0,904.0,89.0,0,113
03,1,DA782A,S,R2,S,001A,1779093124,2,0.000000,0.0,1,00,0,0,29651552,4,1,1.000,-38,-38.0,54.00,54.0,904.0,86.0,0,113
01,1,E21FB5,S,N1,S,001A,1779093130,3,0.000000,0.0,1,00,0,0,29651552,10,1,1.000,-28,-28.0,64.00,64.0,928.0,96.0,0,116
01,1,1D462D,S,N2,S,001A,1779093140,4,0.000000,0.0,1,00,0,0,29651552,20,1,1.000,-55,-55.0,37.00,37.0,920.0,69.0,0,115
01,1,87BC16,S,N3,S,001A,1779093150,5,0.000000,0.0,1,00,0,0,29651552,30,1,1.000,-54,-54.0,38.00,38.0,928.0,70.0,0,116
03,1,DE5C6F,S,R1,S,001B,1779093180,1,0.000000,0.0,1,00,0,0,29651553,0,1,1.000,-36,-36.0,56.00,56.0,904.0,88.0,0,113
03,1,DA782A,S,R2,S,001B,1779093184,2,0.000000,0.0,1,00,0,0,29651553,4,1,1.000,-37,-37.0,55.00,55.0,904.0,87.0,0,113
01,1,E21FB5,S,N1,S,001B,1779093190,3,0.000000,0.0,1,00,0,0,29651553,10,1,1.000,-33,-33.0,59.00,59.0,928.0,91.0,0,116
01,1,1D462D,S,N2,S,001B,1779093200,4,0.000000,0.0,1,00,0,0,29651553,20,1,1.000,-53,-53.0,39.00,39.0,920.0,71.0,0,115
01,1,87BC16,S,N3,S,001B,1779093210,5,0.000000,0.0,1,00,0,0,29651553,30,1,1.000,-54,-54.0,38.00,38.0,928.0,70.0,0,116
03,1,DE5C6F,S,R1,S,001C,1779093240,1,0.000000,0.0,1,00,0,0,29651554,0,1,1.000,-33,-33.0,59.00,59.0,904.0,91.0,0,113
03,1,DA782A,S,R2,S,001C,1779093244,2,0.000000,0.0,1,00,0,0,29651554,4,1,1.000,-35,-35.0,57.00,57.0,904.0,89.0,0,113
01,1,E21FB5,S,N1,S,001C,1779093250,3,0.000000,0.0,1,00,0,0,29651554,10,1,1.000,-29,-29.0,63.00,63.0,928.0,95.0,0,116
01,1,1D462D,S,N2,S,001C,1779093260,4,0.000000,0.0,1,00,0,0,29651554,20,1,1.000,-52,-52.0,40.00,40.0,920.0,72.0,0,115
01,1,87BC16,S,N3,S,001C,1779093270,5,0.000000,0.0,1,00,0,0,29651554,30,1,1.000,-52,-52.0,40.00,40.0,928.0,72.0,0,116
03,1,DE5C6F,S,R1,S,001D,1779093300,1,0.000000,0.0,1,00,0,0,29651555,0,1,1.000,-35,-35.0,57.00,57.0,904.0,89.0,0,113
03,1,DA782A,S,R2,S,001D,1779093304,2,0.000000,0.0,1,00,0,0,29651555,4,1,1.000,-36,-36.0,56.00,56.0,904.0,88.0,0,113
01,1,E21FB5,S,N1,S,001D,1779093310,3,0.000000,0.0,1,00,0,0,29651555,10,1,1.000,-28,-28.0,64.00,64.0,928.0,96.0,0,116
01,1,1D462D,S,N2,S,001D,1779093320,4,0.000000,0.0,1,00,0,0,29651555,20,1,1.000,-53,-53.0,39.00,39.0,920.0,71.0,0,115
01,1,87BC16,S,N3,S,001D,1779093330,5,0.000000,0.0,1,00,0,0,29651555,30,1,1.000,-53,-53.0,39.00,39.0,928.0,71.0,0,116
03,1,DE5C6F,S,R1,S,001E,1779093360,1,0.000000,0.0,1,00,0,0,29651556,0,1,1.000,-34,-34.0,58.00,58.0,904.0,90.0,0,113
03,1,DA782A,S,R2,S,001E,1779093364,2,0.000000,0.0,1,00,0,0,29651556,4,1,1.000,-35,-35.0,57.00,57.0,904.0,89.0,0,113
01,1,E21FB5,S,N1,S,001E,1779093370,3,0.000000,0.0,1,00,0,0,29651556,10,1,1.000,-34,-34.0,58.00,58.0,928.0,90.0,0,116
01,1,1D462D,S,N2,S,001E,1779093380,4,0.000000,0.0,1,00,0,0,29651556,20,1,1.000,-53,-53.0,39.00,39.0,920.0,71.0,0,115
01,1,87BC16,S,N3,S,001E,1779093390,5,0.000000,0.0,1,00,0,0,29651556,30,1,1.000,-54,-54.0,38.00,38.0,928.0,70.0,0,116
03,1,DE5C6F,S,R1,S,001F,1779093420,1,0.000000,0.0,1,00,0,0,29651557,0,1,1.000,-28,-28.0,64.00,64.0,904.0,96.0,0,113
03,1,DA782A,S,R2,S,001F,1779093424,2,0.000000,0.0,1,00,0,0,29651557,4,1,1.000,-37,-37.0,55.00,55.0,904.0,87.0,0,113
01,1,E21FB5,S,N1,S,001F,1779093430,3,0.000000,0.0,1,00,0,0,29651557,10,1,1.000,-27,-27.0,65.00,65.0,928.0,97.0,0,116
01,1,1D462D,S,N2,S,001F,1779093440,4,0.000000,0.0,1,00,0,0,29651557,20,1,1.000,-52,-52.0,40.00,40.0,920.0,72.0,0,115
01,1,87BC16,S,N3,S,001F,1779093450,5,0.000000,0.0,1,00,0,0,29651557,30,1,1.000,-53,-53.0,39.00,39.0,928.0,71.0,0,116
03,1,DE5C6F,S,R1,S,0020,1779093480,1,0.000000,0.0,1,00,0,0,29651558,0,1,1.000,-40,-40.0,52.00,52.0,904.0,84.0,0,113
03,1,DA782A,S,R2,S,0020,1779093484,2,0.000000,0.0,1,00,0,0,29651558,4,1,1.000,-35,-35.0,57.00,57.0,904.0,89.0,0,113
01,1,E21FB5,S,N1,S,0020,1779093490,3,0.000000,0.0,1,00,0,0,29651558,10,1,1.000,-32,-32.0,60.00,60.0,928.0,92.0,0,116
01,1,1D462D,S,N2,S,0020,1779093500,4,0.000000,0.0,1,00,0,0,29651558,20,1,1.000,-52,-52.0,40.00,40.0,920.0,72.0,0,115
01,1,87BC16,S,N3,S,0020,1779093510,5,0.000000,0.0,1,00,0,0,29651558,30,1,1.000,-56,-56.0,36.00,36.0,928.0,68.0,0,116
03,1,DE5C6F,S,R1,S,0021,1779093540,1,0.000000,0.0,1,00,0,0,29651559,0,1,1.000,-36,-36.0,56.00,56.0,904.0,88.0,0,113
03,1,DA782A,S,R2,S,0021,1779093544,2,0.000000,0.0,1,00,0,0,29651559,4,1,1.000,-33,-33.0,59.00,59.0,904.0,91.0,0,113
01,1,E21FB5,S,N1,S,0021,1779093550,3,0.000000,0.0,1,00,0,0,29651559,10,1,1.000,-26,-26.0,66.00,66.0,928.0,98.0,0,116
01,1,1D462D,S,N2,S,0021,1779093560,4,0.000000,0.0,1,00,0,0,29651559,20,1,1.000,-51,-51.0,41.00,41.0,920.0,73.0,0,115
01,1,87BC16,S,N3,S,0021,1779093570,5,0.000000,0.0,1,00,0,0,29651559,30,1,1.000,-56,-56.0,36.00,36.0,928.0,68.0,0,116
03,1,DE5C6F,S,R1,S,0022,1779093600,1,0.000000,0.0,1,00,0,0,29651560,0,1,1.000,-34,-34.0,58.00,58.0,904.0,90.0,0,113
03,1,DA782A,S,R2,S,0022,1779093604,2,0.000000,0.0,1,00,0,0,29651560,4,1,1.000,-34,-34.0,58.00,58.0,904.0,90.0,0,113
01,1,E21FB5,S,N1,S,0022,1779093610,3,0.000000,0.0,1,00,0,0,29651560,10,1,1.000,-26,-26.0,66.00,66.0,928.0,98.0,0,116
01,1,1D462D,S,N2,S,0022,1779093620,4,0.000000,0.0,1,00,0,0,29651560,20,1,1.000,-51,-51.0,41.00,41.0,920.0,73.0,0,115
01,1,87BC16,S,N3,S,0022,1779093630,5,0.000000,0.0,1,00,0,0,29651560,30,1,1.000,-55,-55.0,37.00,37.0,928.0,69.0,0,116
03,1,DE5C6F,S,R1,S,0023,1779093660,1,0.000000,0.0,1,00,0,0,29651561,0,1,1.000,-35,-35.0,57.00,57.0,904.0,89.0,0,113
03,1,DA782A,S,R2,S,0023,1779093664,2,0.000000,0.0,1,00,0,0,29651561,4,1,1.000,-32,-32.0,60.00,60.0,904.0,92.0,0,113
01,1,E21FB5,S,N1,S,0023,1779093670,3,0.000000,0.0,1,00,0,0,29651561,10,1,1.000,-33,-33.0,59.00,59.0,928.0,91.0,0,116
