srcIdHex,alias,pkts,lost,lossPct,avgRssi,avgSnr,avgE2ELat,avgLatHop,avgThroughput,avgLinkMargin,avgDistanceM,lastPath,droppedFragments
1D462D,N2,45,2,4.255,-69.189,22.811,1.4,1.0,708.8,54.811,0.0,N2,76
DE5C6F,R1,24,0,0.0,-78.083,13.917,1.0,1.0,904.0,45.917,0.0,R1,76
