srcIdHex,alias,pkts,lost,lossPct,avgRssi,avgSnr,avgE2ELat,avgLatHop,avgThroughput,avgLinkMargin,avgDistanceM,lastPath,droppedFragments
1D462D,N2,60,0,0.0,-69.225,22.775,2.0,1.0,380.0,54.775,0.0,N2-R1,305
87BC16,N3,60,0,0.0,-74.542,17.458,1.933,1.0,416.4,49.458,0.0,N3-R2,305
DA782A,R2,61,0,0.0,-67.443,24.557,1.0,1.0,904.0,56.557,0.0,R2,305
DE5C6F,R1,61,0,0.0,-74.508,17.492,1.0,1.0,904.0,49.492,0.0,R1,305
E21FB5,N1,61,0,0.0,-78.139,13.861,1.066,1.0,912.852,45.861,0.0,N1,305
