proto,routeVer,srcIdHex,parentAlias,path,destAlias,seqHex,tsOrigin,slotId,lat,lon,hopCount,netFlags,retryCount,backlogCount,frameIdx,posInFrame,e2eLat,avgLatHop,hopRssiSum,avgRssi,hopSnrSum,avgSnr,throughput,linkMargin,packetLoss,packetSizeBytes
02,1,1D462D,S,N2-R1,S,0004,1779259100,4,0.000000,0.0,2,00,0,0,29654318,20,2,1.000,-140,-70.0,44.00,22.0,380.0,54.0,1,95
02,1,87BC16,S,N3-R2,S,0004,1779259110,5,0.000000,0.0,2,00,0,0,29654318,30,2,1.000,-148,-74.0,36.00,18.0,380.0,50.0,0,95
03,1,DE5C6F,S,R1,S,0006,1779259140,1,0.000000,0.0,1,00,0,0,29654319,0,1,1.000,-75,-75.0,17.00,17.0,904.0,49.0,0,113
03,1,DA782A,S,R2,S,0006,1779259144,2,0.000000,0.0,1,00,0,0,29654319,4,1,1.000,-67,-67.0,25.00,25.0,904.0,57.0,0,113
02,1,E21FB5,S,N1-R1,S,0006,1779259150,3,0.000000,0.0,2,00,0,0,29654319,10,2,1.000,-145,-72.5,39.00,19.5,380.0,51.5,0,95
02,1,1D462D,S,N2-R1,S,0005,1779259160,4,0.000000,0.0,2,00,0,0,29654319,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
02,1,87BC16,S,N3-R2,S,0005,1779259170,5,0.000000,0.0,2,00,0,0,29654319,30,2,1.000,-147,-73.5,37.00,18.5,380.0,50.5,0,95
03,1,DE5C6F,S,R1,S,0007,1779259200,1,0.000000,0.0,1,00,0,0,29654320,0,1,1.000,-74,-74.0,18.00,18.0,904.0,50.0,0,113
03,1,DA782A,S,R2,S,0007,1779259204,2,0.000000,0.0,1,00,0,0,29654320,4,1,1.000,-67,-67.0,25.00,25.0,904.0,57.0,0,113
01,1,E21FB5,S,N1,S,0007,1779259210,3,0.000000,0.0,1,00,0,0,29654320,10,1,1.000,-79,-79.0,13.00,13.0,928.0,45.0,0,116
02,1,1D462D,S,N2-R1,S,0006,1779259220,4,0.000000,0.0,2,00,0,0,29654320,20,2,1.000,-137,-68.5,47.00,23.5,380.0,55.5,1,95
02,1,87BC16,S,N3-R2,S,0006,1779259230,5,0.000000,0.0,2,00,0,0,29654320,30,2,1.000,-156,-78.0,28.00,14.0,380.0,46.0,0,95
03,1,DE5C6F,S,R1,S,0008,1779259260,1,0.000000,0.0,1,00,0,0,29654321,0,1,1.000,-76,-76.0,16.00,16.0,904.0,48.0,0,113
03,1,DA782A,S,R2,S,0008,1779259264,2,0.000000,0.0,1,00,0,0,29654321,4,1,1.000,-71,-71.0,21.00,21.0,904.0,53.0,0,113
01,1,E21FB5,S,N1,S,0008,1779259270,3,0.000000,0.0,1,00,0,0,29654321,10,1,1.000,-81,-81.0,11.00,11.0,928.0,43.0,0,116
02,1,1D462D,S,N2-R1,S,0007,1779259280,4,0.000000,0.0,2,00,0,0,29654321,20,2,1.000,-136,-68.0,48.00,24.0,380.0,56.0,1,95
02,1,87BC16,S,N3-R2,S,0007,1779259290,5,0.000000,0.0,2,00,0,0,29654321,30,2,1.000,-148,-74.0,36.00,18.0,380.0,50.0,0,95
03,1,DE5C6F,S,R1,S,0009,1779259320,1,0.000000,0.0,1,00,0,0,29654322,0,1,1.000,-74,-74.0,18.00,18.0,904.0,50.0,0,113
03,1,DA782A,S,R2,S,0009,1779259324,2,0.000000,0.0,1,00,0,0,29654322,4,1,1.000,-70,-70.0,22.00,22.0,904.0,54.0,0,113
02,1,E21FB5,S,N1-R1,S,0009,1779259330,3,0.000000,0.0,2,00,0,0,29654322,10,2,1.000,-145,-72.5,39.00,19.5,380.0,51.5,0,95
02,1,1D462D,S,N2-R1,S,0008,1779259340,4,0.000000,0.0,2,00,0,0,29654322,20,2,1.000,-136,-68.0,48.00,24.0,380.0,56.0,1,95
02,1,87BC16,S,N3-R2,S,0008,1779259350,5,0.000000,0.0,2,00,0,0,29654322,30,2,1.000,-152,-76.0,32.00,16.0,380.0,48.0,0,95
03,1,DE5C6F,S,R1,S,000A,1779259380,1,0.000000,0.0,1,00,0,0,29654323,0,1,1.000,-73,-73.0,19.00,19.0,904.0,51.0,0,113
03,1,DA782A,S,R2,S,000A,1779259384,2,0.000000,0.0,1,00,0,0,29654323,4,1,1.000,-66,-66.0,26.00,26.0,904.0,58.0,0,113
01,1,E21FB5,S,N1,S,000A,1779259390,3,0.000000,0.0,1,00,0,0,29654323,10,1,1.000,-79,-79.0,13.00,13.0,928.0,45.0,0,116
02,1,1D462D,S,N2-R1,S,0009,1779259400,4,0.000000,0.0,2,00,0,0,29654323,20,2,1.000,-137,-68.5,47.00,23.5,380.0,55.5,1,95
02,1,87BC16,S,N3-R2,S,0009,1779259410,5,0.000000,0.0,2,00,0,0,29654323,30,2,1.000,-149,-74.5,35.00,17.5,380.0,49.5,0,95
03,1,DE5C6F,S,R1,S,000B,1779259440,1,0.000000,0.0,1,00,0,0,29654324,0,1,1.000,-74,-74.0,18.00,18.0,904.0,50.0,0,113
03,1,DA782A,S,R2,S,000B,1779259444,2,0.000000,0.0,1,00,0,0,29654324,4,1,1.000,-67,-67.0,25.00,25.0,904.0,57.0,0,113
01,1,E21FB5,S,N1,S,000B,1779259450,3,0.000000,0.0,1,00,0,0,29654324,10,1,1.000,-78,-78.0,14.00,14.0,928.0,46.0,0,116
02,1,1D462D,S,N2-R1,S,000A,1779259460,4,0.000000,0.0,2,00,0,0,29654324,20,2,1.000,-137,-68.5,47.00,23.5,380.0,55.5,1,95
02,1,87BC16,S,N3-R2,S,000A,1779259470,5,0.000000,0.0,2,00,0,0,29654324,30,2,1.000,-148,-74.0,36.00,18.0,380.0,50.0,0,95
03,1,DE5C6F,S,R1,S,000C,1779259500,1,0.000000,0.0,1,00,0,0,29654325,0,1,1.000,-73,-73.0,19.00,19.0,904.0,51.0,0,113
03,1,DA782A,S,R2,S,000C,1779259504,2,0.000000,0.0,1,00,0,0,29654325,4,1,1.000,-69,-69.0,23.00,23.0,904.0,55.0,0,113
01,1,E21FB5,S,N1,S,000C,1779259510,3,0.000000,0.0,1,00,0,0,29654325,10,1,1.000,-79,-79.0,13.00,13.0,928.0,45.0,0,116
02,1,1D462D,S,N2-R1,S,000B,1779259520,4,0.000000,0.0,2,00,0,0,29654325,20,2,1.000,-137,-68.5,47.00,23.5,380.0,55.5,1,95
02,1,87BC16,S,N3-R2,S,000B,1779259530,5,0.000000,0.0,2,00,0,0,29654325,30,2,1.000,-149,-74.5,35.00,17.5,380.0,49.5,0,95
03,1,DE5C6F,S,R1,S,000D,1779259560,1,0.000000,0.0,1,00,0,0,29654326,0,1,1.000,-74,-74.0,18.00,18.0,904.0,50.0,0,113
03,1,DA782A,S,R2,S,000D,1779259564,2,0.000000,0.0,1,00,0,0,29654326,4,1,1.000,-67,-67.0,25.00,25.0,904.0,57.0,0,113
01,1,E21FB5,S,N1,S,000D,1779259570,3,0.000000,0.0,1,00,0,0,29654326,10,1,1.000,-78,-78.0,14.00,14.0,928.0,46.0,0,116
02,1,1D462D,S,N2-R1,S,000C,1779259580,4,0.000000,0.0,2,00,0,0,29654326,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
02,1,87BC16,S,N3-R2,S,000C,1779259590,5,0.000000,0.0,2,00,0,0,29654326,30,2,1.000,-150,-75.0,34.00,17.0,380.0,49.0,0,95
03,1,DE5C6F,S,R1,S,000E,1779259620,1,0.000000,0.0,1,00,0,0,29654327,0,1,1.000,-74,-74.0,18.00,18.0,904.0,50.0,0,113
03,1,DA782A,S,R2,S,000E,1779259624,2,0.000000,0.0,1,00,0,0,29654327,4,1,1.000,-65,-65.0,27.00,27.0,904.0,59.0,0,113
01,1,E21FB5,S,N1,S,000E,1779259630,3,0.000000,0.0,1,00,0,0,29654327,10,1,1.000,-79,-79.0,13.00,13.0,928.0,45.0,0,116
02,1,1D462D,S,N2-R1,S,000D,1779259640,4,0.000000,0.0,2,00,0,0,29654327,20,2,1.000,-137,-68.5,47.00,23.5,380.0,55.5,1,95
02,1,87BC16,S,N3-R2,S,000D,1779259650,5,0.000000,0.0,2,00,0,0,29654327,30,2,1.000,-144,-72.0,40.00,20.0,380.0,52.0,0,95
03,1,DE5C6F,S,R1,S,000F,1779259680,1,0.000000,0.0,1,00,0,0,29654328,0,1,1.000,-74,-74.0,18.00,18.0,904.0,50.0,0,113
03,1,DA782A,S,R2,S,000F,1779259684,2,0.000000,0.0,1,00,0,0,29654328,4,1,1.000,-65,-65.0,27.00,27.0,904.0,59.0,0,113
01,1,E21FB5,S,N1,S,000F,1779259690,3,0.000000,0.0,1,00,0,0,29654328,10,1,1.000,-78,-78.0,14.00,14.0,928.0,46.0,0,116
02,1,1D462D,S,N2-R1,S,000E,1779259700,4,0.000000,0.0,2,00,0,0,29654328,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
02,1,87BC16,S,N3-R2,S,000E,1779259710,5,0.000000,0.0,2,00,0,0,29654328,30,2,1.000,-146,-73.0,38.00,19.0,380.0,51.0,0,95
03,1,DE5C6F,S,R1,S,0010,1779259740,1,0.000000,0.0,1,00,0,0,29654329,0,1,1.000,-75,-75.0,17.00,17.0,904.0,49.0,0,113
03,1,DA782A,S,R2,S,0010,1779259744,2,0.000000,0.0,1,00,0,0,29654329,4,1,1.000,-65,-65.0,27.00,27.0,904.0,59.0,0,113
01,1,E21FB5,S,N1,S,0010,1779259750,3,0.000000,0.0,1,00,0,0,29654329,10,1,1.000,-79,-79.0,13.00,13.0,928.0,45.0,0,116
02,1,1D462D,S,N2-R1,S,000F,1779259760,4,0.000000,0.0,2,00,0,0,29654329,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
02,1,87BC16,S,N3-R2,S,000F,1779259770,5,0.000000,0.0,2,00,0,0,29654329,30,2,1.000,-145,-72.5,39.00,19.5,380.0,51.5,0,95
03,1,DE5C6F,S,R1,S,0011,1779259800,1,0.000000,0.0,1,00,0,0,29654330,0,1,1.000,-76,-76.0,16.00,16.0,904.0,48.0,0,113
03,1,DA782A,S,R2,S,0011,1779259804,2,0.000000,0.0,1,00,0,0,29654330,4,1,1.000,-68,-68.0,24.00,24.0,904.0,56.0,0,113
01,1,E21FB5,S,N1,S,0011,1779259810,3,0.000000,0.0,1,00,0,0,29654330,10,1,1.000,-79,-79.0,13.00,13.0,928.0,45.0,0,116
02,1,1D462D,S,N2-R1,S,0010,1779259820,4,0.000000,0.0,2,00,0,0,29654330,20,2,1.000,-139,-69.5,45.00,22.5,380.0,54.5,1,95
02,1,87BC16,S,N3-R2,S,0010,1779259830,5,0.000000,0.0,2,00,0,0,29654330,30,2,1.000,-146,-73.0,38.00,19.0,380.0,51.0,0,95
03,1,DE5C6F,S,R1,S,0012,1779259860,1,0.000000,0.0,1,00,0,0,29654331,0,1,1.000,-74,-74.0,18.00,18.0,904.0,50.0,0,113
03,1,DA782A,S,R2,S,0012,1779259864,2,0.000000,0.0,1,00,0,0,29654331,4,1,1.000,-67,-67.0,25.00,25.0,904.0,57.0,0,113
01,1,E21FB5,S,N1,S,0012,1779259870,3,0.000000,0.0,1,00,0,0,29654331,10,1,1.000,-79,-79.0,13.00,13.0,928.0,45.0,0,116
02,1,1D462D,S,N2-R1,S,0011,1779259880,4,0.000000,0.0,2,00,0,0,29654331,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
02,1,87BC16,S,N3-R2,S,0011,1779259890,5,0.000000,0.0,2,00,0,0,29654331,30,2,1.000,-145,-72.5,39.00,19.5,380.0,51.5,0,95
03,1,DE5C6F,S,R1,S,0013,1779259920,1,0.000000,0.0,1,00,0,0,29654332,0,1,1.000,-74,-74.0,18.00,18.0,904.0,50.0,0,113
03,1,DA782A,S,R2,S,0013,1779259924,2,0.000000,0.0,1,00,0,0,29654332,4,1,1.000,-66,-66.0,26.00,26.0,904.0,58.0,0,113
01,1,E21FB5,S,N1,S,0013,1779259930,3,0.000000,0.0,1,00,0,0,29654332,10,1,1.000,-79,-79.0,13.00,13.0,928.0,45.0,0,116
02,1,1D462D,S,N2-R1,S,0012,1779259940,4,0.000000,0.0,2,00,0,0,29654332,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
02,1,87BC16,S,N3-R2,S,0012,1779259950,5,0.000000,0.0,2,00,0,0,29654332,30,2,1.000,-146,-73.0,38.00,19.0,380.0,51.0,0,95
03,1,DE5C6F,S,R1,S,0014,1779259980,1,0.000000,0.0,1,00,0,0,29654333,0,1,1.000,-76,-76.0,16.00,16.0,904.0,48.0,0,113
03,1,DA782A,S,R2,S,0014,1779259984,2,0.000000,0.0,1,00,0,0,29654333,4,1,1.000,-65,-65.0,27.00,27.0,904.0,59.0,0,113
01,1,E21FB5,S,N1,S,0014,1779259990,3,-7.387899,0.0,1,00,0,0,29654333,10,1,1.000,-80,-80.0,12.00,12.0,952.0,44.0,0,119
02,1,1D462D,S,N2-R1,S,0013,1779260000,4,0.000000,0.0,2,00,0,0,29654333,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
02,1,87BC16,S,N3-R2,S,0013,1779260010,5,0.000000,0.0,2,00,0,0,29654333,30,2,1.000,-145,-72.5,39.00,19.5,380.0,51.5,0,95
03,1,DE5C6F,S,R1,S,0015,1779260040,1,0.000000,0.0,1,00,0,0,29654334,0,1,1.000,-74,-74.0,18.00,18.0,904.0,50.0,0,113
03,1,DA782A,S,R2,S,0015,1779260044,2,0.000000,0.0,1,00,0,0,29654334,4,1,1.000,-68,-68.0,24.00,24.0,904.0,56.0,0,113
01,1,E21FB5,S,N1,S,0015,1779260050,3,-7.387892,0.0,1,00,0,0,29654334,10,1,1.000,-80,-80.0,12.00,12.0,952.0,44.0,0,119
02,1,1D462D,S,N2-R1,S,0014,1779260060,4,0.000000,0.0,2,00,0,0,29654334,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
02,1,87BC16,S,N3-R2,S,0014,1779260070,5,0.000000,0.0,2,00,0,0,29654334,30,2,1.000,-146,-73.0,38.00,19.0,380.0,51.0,0,95
03,1,DE5C6F,S,R1,S,0016,1779260100,1,0.000000,0.0,1,00,0,0,29654335,0,1,1.000,-75,-75.0,17.00,17.0,904.0,49.0,0,113
03,1,DA782A,S,R2,S,0016,1779260104,2,0.000000,0.0,1,00,0,0,29654335,4,1,1.000,-66,-66.0,26.00,26.0,904.0,58.0,0,113
01,1,E21FB5,S,N1,S,0016,1779260110,3,-7.387892,0.0,1,00,0,0,29654335,10,1,1.000,-80,-80.0,12.00,12.0,952.0,44.0,0,119
02,1,1D462D,S,N2-R1,S,0015,1779260120,4,0.000000,0.0,2,00,0,0,29654335,20,2,1.000,-136,-68.0,48.00,24.0,380.0,56.0,1,95
02,1,87BC16,S,N3-R2,S,0015,1779260130,5,0.000000,0.0,2,00,0,0,29654335,30,2,1.000,-147,-73.5,37.00,18.5,380.0,50.5,0,95
03,1,DE5C6F,S,R1,S,0017,1779260160,1,0.000000,0.0,1,00,0,0,29654336,0,1,1.000,-74,-74.0,18.00,18.0,904.0,50.0,0,113
03,1,DA782A,S,R2,S,0017,1779260164,2,0.000000,0.0,1,00,0,0,29654336,4,1,1.000,-66,-66.0,26.00,26.0,904.0,58.0,0,113
01,1,E21FB5,S,N1,S,0017,1779260170,3,-7.387856,0.0,1,00,0,0,29654336,10,1,1.000,-79,-79.0,13.00,13.0,960.0,45.0,0,120
02,1,1D462D,S,N2-R1,S,0016,1779260180,4,0.000000,0.0,2,00,0,0,29654336,20,2,1.000,-137,-68.5,47.00,23.5,380.0,55.5,1,95
02,1,87BC16,S,N3-R2,S,0016,1779260190,5,0.000000,0.0,2,00,0,0,29654336,30,2,1.000,-144,-72.0,40.00,20.0,380.0,52.0,0,95
03,1,DE5C6F,S,R1,S,0018,1779260220,1,0.000000,0.0,1,00,0,0,29654337,0,1,1.000,-76,-76.0,16.00,16.0,904.0,48.0,0,113
03,1,DA782A,S,R2,S,0018,1779260224,2,0.000000,0.0,1,00,0,0,29654337,4,1,1.000,-65,-65.0,27.00,27.0,904.0,59.0,0,113
01,1,E21FB5,S,N1,S,0018,1779260230,3,-7.387856,0.0,1,00,0,0,29654337,10,1,1.000,-79,-79.0,13.00,13.0,960.0,45.0,0,120
02,1,1D462D,S,N2-R1,S,0017,1779260240,4,0.000000,0.0,2,00,0,0,29654337,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
02,1,87BC16,S,N3-R2,S,0017,1779260250,5,0.000000,0.0,2,00,0,0,29654337,30,2,1.000,-146,-73.0,38.00,19.0,380.0,51.0,0,95
03,1,DE5C6F,S,R1,S,0019,1779260280,1,0.000000,0.0,1,00,0,0,29654338,0,1,1.000,-75,-75.0,17.00,17.0,904.0,49.0,0,113
03,1,DA782A,S,R2,S,0019,1779260284,2,0.000000,0.0,1,00,0,0,29654338,4,1,1.000,-66,-66.0,26.00,26.0,904.0,58.0,0,113
01,1,E21FB5,S,N1,S,0019,1779260290,3,-7.387856,0.0,1,00,0,0,29654338,10,1,1.000,-82,-82.0,10.00,10.0,960.0,42.0,0,120
02,1,1D462D,S,N2-R1,S,0018,1779260300,4,0.000000,0.0,2,00,0,0,29654338,20,2,1.000,-140,-70.0,44.00,22.0,380.0,54.0,1,95
02,1,87BC16,S,N3-R2,S,0018,1779260310,5,0.000000,0.0,2,00,0,0,29654338,30,2,1.000,-155,-77.5,29.00,14.5,380.0,46.5,0,95
03,1,DE5C6F,S,R1,S,001A,1779260340,1,0.000000,0.0,1,00,0,0,29654339,0,1,1.000,-78,-78.0,14.00,14.0,904.0,46.0,0,113
03,1,DA782A,S,R2,S,001A,1779260344,2,0.000000,0.0,1,00,0,0,29654339,4,1,1.000,-67,-67.0,25.00,25.0,904.0,57.0,0,113
01,1,E21FB5,S,N1,S,001A,1779260350,3,-7.387856,0.0,1,00,0,0,29654339,10,1,1.000,-79,-79.0,13.00,13.0,960.0,45.0,0,120
02,1,1D462D,S,N2-R1,S,0019,1779260360,4,0.000000,0.0,2,00,0,0,29654339,20,2,1.000,-143,-71.5,41.00,20.5,380.0,52.5,1,95
02,1,87BC16,S,N3-R2,S,0019,1779260370,5,0.000000,0.0,2,00,0,0,29654339,30,2,1.000,-148,-74.0,36.00,18.0,380.0,50.0,0,95
03,1,DE5C6F,S,R1,S,001B,1779260400,1,0.000000,0.0,1,00,0,0,29654340,0,1,1.000,-79,-79.0,13.00,13.0,904.0,45.0,0,113
03,1,DA782A,S,R2,S,001B,1779260404,2,0.000000,0.0,1,00,0,0,29654340,4,1,1.000,-68,-68.0,24.00,24.0,904.0,56.0,0,113
01,1,E21FB5,S,N1,S,001B,1779260410,3,-7.387910,0.0,1,00,0,0,29654340,10,1,1.000,-80,-80.0,12.00,12.0,960.0,44.0,0,120
02,1,1D462D,S,N2-R1,S,001A,1779260420,4,0.000000,0.0,2,00,0,0,29654340,20,2,1.000,-139,-69.5,45.00,22.5,380.0,54.5,1,95
02,1,87BC16,S,N3-R2,S,001A,1779260430,5,0.000000,0.0,2,00,0,0,29654340,30,2,1.000,-148,-74.0,36.00,18.0,380.0,50.0,0,95
03,1,DE5C6F,S,R1,S,001C,1779260460,1,0.000000,0.0,1,00,0,0,29654341,0,1,1.000,-75,-75.0,17.00,17.0,904.0,49.0,0,113
03,1,DA782A,S,R2,S,001C,1779260464,2,0.000000,0.0,1,00,0,0,29654341,4,1,1.000,-67,-67.0,25.00,25.0,904.0,57.0,0,113
01,1,E21FB5,S,N1,S,001C,1779260470,3,-7.387910,0.0,1,00,0,0,29654341,10,1,1.000,-80,-80.0,12.00,12.0,960.0,44.0,0,120
02,1,1D462D,S,N2-R1,S,001B,1779260480,4,0.000000,0.0,2,00,0,0,29654341,20,2,1.000,-139,-69.5,45.00,22.5,380.0,54.5,1,95
02,1,87BC16,S,N3-R2,S,001B,1779260490,5,0.000000,0.0,2,00,0,0,29654341,30,2,1.000,-152,-76.0,32.00,16.0,380.0,48.0,0,95
03,1,DE5C6F,S,R1,S,001D,1779260520,1,0.000000,0.0,1,00,0,0,29654342,0,1,1.000,-74,-74.0,18.00,18.0,904.0,50.0,0,113
03,1,DA782A,S,R2,S,001D,1779260524,2,0.000000,0.0,1,00,0,0,29654342,4,1,1.000,-77,-77.0,15.00,15.0,904.0,47.0,0,113
01,1,E21FB5,S,N1,S,001D,1779260530,3,-7.387910,0.0,1,00,0,0,29654342,10,1,1.000,-80,-80.0,12.00,12.0,960.0,44.0,0,120
02,1,1D462D,S,N2-R1,S,001C,1779260540,4,0.000000,0.0,2,00,0,0,29654342,20,2,1.000,-140,-70.0,44.00,22.0,380.0,54.0,1,95
02,1,87BC16,S,N3-R2,S,001C,1779260550,5,0.000000,0.0,2,00,0,0,29654342,30,2,1.000,-153,-76.5,31.00,15.5,380.0,47.5,0,95
03,1,DE5C6F,S,R1,S,001E,1779260580,1,0.000000,0.0,1,00,0,0,29654343,0,1,1.000,-73,-73.0,19.00,19.0,904.0,51.0,0,113
03,1,DA782A,S,R2,S,001E,1779260584,2,0.000000,0.0,1,00,0,0,29654343,4,1,1.000,-68,-68.0,24.00,24.0,904.0,56.0,0,113
01,1,E21FB5,S,N1,S,001E,1779260590,3,-7.387844,0.0,1,00,0,0,29654343,10,1,1.000,-79,-79.0,13.00,13.0,960.0,45.0,0,120
02,1,1D462D,S,N2-R1,S,001D,1779260600,4,0.000000,0.0,2,00,0,0,29654343,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
02,1,87BC16,S,N3-R2,S,001D,1779260610,5,0.000000,0.0,2,00,0,0,29654343,30,2,1.000,-146,-73.0,38.00,19.0,380.0,51.0,0,95
03,1,DE5C6F,S,R1,S,001F,1779260640,1,0.000000,0.0,1,00,0,0,29654344,0,1,1.000,-73,-73.0,19.00,19.0,904.0,51.0,0,113
03,1,DA782A,S,R2,S,001F,1779260644,2,0.000000,0.0,1,00,0,0,29654344,4,1,1.000,-66,-66.0,26.00,26.0,904.0,58.0,0,113
01,1,E21FB5,S,N1,S,001F,1779260650,3,-7.387846,0.0,1,00,0,0,29654344,10,1,1.000,-79,-79.0,13.00,13.0,960.0,45.0,0,120
02,1,1D462D,S,N2-R1,S,001E,1779260660,4,0.000000,0.0,2,00,0,0,29654344,20,2,1.000,-139,-69.5,45.00,22.5,380.0,54.5,1,95
02,1,87BC16,S,N3-R2,S,001E,1779260670,5,0.000000,0.0,2,00,0,0,29654344,30,2,1.000,-147,-73.5,37.00,18.5,380.0,50.5,0,95
03,1,DE5C6F,S,R1,S,0020,1779260700,1,0.000000,0.0,1,00,0,0,29654345,0,1,1.000,-80,-80.0,12.00,12.0,904.0,44.0,0,113
03,1,DA782A,S,R2,S,0020,1779260704,2,0.000000,0.0,1,00,0,0,29654345,4,1,1.000,-68,-68.0,24.00,24.0,904.0,56.0,0,113
01,1,E21FB5,S,N1,S,0020,1779260710,3,-7.387846,0.0,1,00,0,0,29654345,10,1,1.000,-78,-78.0,14.00,14.0,960.0,46.0,0,120
02,1,1D462D,S,N2-R1,S,001F,1779260720,4,0.000000,0.0,2,00,0,0,29654345,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
02,1,87BC16,S,N3-R2,S,001F,1779260730,5,0.000000,0.0,2,00,0,0,29654345,30,2,1.000,-148,-74.0,36.00,18.0,380.0,50.0,0,95
03,1,DE5C6F,S,R1,S,0021,1779260760,1,0.000000,0.0,1,00,0,0,29654346,0,1,1.000,-73,-73.0,19.00,19.0,904.0,51.0,0,113
03,1,DA782A,S,R2,S,0021,1779260764,2,0.000000,0.0,1,00,0,0,29654346,4,1,1.000,-67,-67.0,25.00,25.0,904.0,57.0,0,113
01,1,E21FB5,S,N1,S,0021,1779260770,3,0.000000,0.0,1,00,0,0,29654346,10,1,1.000,-78,-78.0,14.00,14.0,936.0,46.0,0,117
