srcIdHex,alias,pkts,lost,lossPct,avgRssi,avgSnr,avgE2ELat,avgLatHop,avgThroughput,avgLinkMargin,avgDistanceM,lastPath,droppedFragments
1D462D,N2,31,1,3.125,-66.355,25.645,1.774,1.0,503.742,57.645,0.0,N2-R1,55
DE5C6F,R1,25,0,0.0,-80.52,11.48,1.0,1.0,904.0,43.48,0.0,R1,55
