proto,routeVer,srcIdHex,parentAlias,path,destAlias,seqHex,tsOrigin,slotId,lat,lon,hopCount,netFlags,retryCount,backlogCount,frameIdx,posInFrame,e2eLat,avgLatHop,hopRssiSum,avgRssi,hopSnrSum,avgSnr,throughput,linkMargin,packetLoss,packetSizeBytes
03,1,DA782A,S,R2,S,0006,1779255784,2,0.000000,0.0,1,00,0,0,29654263,4,1,1.000,-79,-79.0,13.00,13.0,904.0,45.0,0,113
02,1,1D462D,S,N2-R1,S,0005,1779255800,4,0.000000,0.0,2,00,0,0,29654263,20,2,1.000,-137,-68.5,47.00,23.5,380.0,55.5,1,95
03,1,DE5C6F,S,R1,S,0007,1779255840,1,0.000000,0.0,1,00,0,0,29654264,0,1,1.000,-79,-79.0,13.00,13.0,904.0,45.0,0,113
03,1,DA782A,S,R2,S,0007,1779255844,2,0.000000,0.0,1,00,0,0,29654264,4,1,1.000,-76,-76.0,16.00,16.0,904.0,48.0,0,113
02,1,1D462D,S,N2-R1,S,0006,1779255860,4,0.000000,0.0,2,00,0,0,29654264,20,2,1.000,-137,-68.5,47.00,23.5,380.0,55.5,1,95
03,1,DE5C6F,S,R1,S,0008,1779255900,1,0.000000,0.0,1,00,0,0,29654265,0,1,1.000,-79,-79.0,13.00,13.0,904.0,45.0,0,113
03,1,DA782A,S,R2,S,0008,1779255904,2,0.000000,0.0,1,00,0,0,29654265,4,1,1.000,-77,-77.0,15.00,15.0,904.0,47.0,0,113
02,1,1D462D,S,N2-R1,S,0007,1779255920,4,0.000000,0.0,2,00,0,0,29654265,20,2,1.000,-137,-68.5,47.00,23.5,380.0,55.5,1,95
03,1,DE5C6F,S,R1,S,0009,1779255960,1,0.000000,0.0,1,00,0,0,29654266,0,1,1.000,-81,-81.0,11.00,11.0,904.0,43.0,0,113
03,1,DA782A,S,R2,S,0009,1779255964,2,0.000000,0.0,1,00,0,0,29654266,4,1,1.000,-78,-78.0,14.00,14.0,904.0,46.0,0,113
02,1,1D462D,S,N2-R1,S,0008,1779255980,4,0.000000,0.0,2,00,0,0,29654266,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
03,1,DE5C6F,S,R1,S,000A,1779256020,1,0.000000,0.0,1,00,0,0,29654267,0,1,1.000,-81,-81.0,11.00,11.0,904.0,43.0,0,113
03,1,DA782A,S,R2,S,000A,1779256024,2,0.000000,0.0,1,00,0,0,29654267,4,1,1.000,-79,-79.0,13.00,13.0,904.0,45.0,0,113
02,1,1D462D,S,N2-R1,S,0009,1779256040,4,0.000000,0.0,2,00,0,0,29654267,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
03,1,DE5C6F,S,R1,S,000B,1779256080,1,0.000000,0.0,1,00,0,0,29654268,0,1,1.000,-81,-81.0,11.00,11.0,904.0,43.0,0,113
03,1,DA782A,S,R2,S,000B,1779256084,2,0.000000,0.0,1,00,0,0,29654268,4,1,1.000,-79,-79.0,13.00,13.0,904.0,45.0,0,113
02,1,1D462D,S,N2-R1,S,000A,1779256100,4,0.000000,0.0,2,00,0,0,29654268,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
03,1,DE5C6F,S,R1,S,000C,1779256140,1,0.000000,0.0,1,00,0,0,29654269,0,1,1.000,-80,-80.0,12.00,12.0,904.0,44.0,0,113
03,1,DA782A,S,R2,S,000C,1779256144,2,0.000000,0.0,1,00,0,0,29654269,4,1,1.000,-80,-80.0,12.00,12.0,904.0,44.0,0,113
02,1,1D462D,S,N2-R1,S,000B,1779256160,4,0.000000,0.0,2,00,0,0,29654269,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
03,1,DE5C6F,S,R1,S,000D,1779256200,1,0.000000,0.0,1,00,0,0,29654270,0,1,1.000,-80,-80.0,12.00,12.0,904.0,44.0,0,113
03,1,DA782A,S,R2,S,000D,1779256204,2,0.000000,0.0,1,00,0,0,29654270,4,1,1.000,-78,-78.0,14.00,14.0,904.0,46.0,0,113
02,1,1D462D,S,N2-R1,S,000C,1779256220,4,0.000000,0.0,2,00,0,0,29654270,20,2,1.000,-135,-67.5,49.00,24.5,380.0,56.5,1,95
03,1,DE5C6F,S,R1,S,000E,1779256260,1,0.000000,0.0,1,00,0,0,29654271,0,1,1.000,-81,-81.0,11.00,11.0,904.0,43.0,0,113
03,1,DA782A,S,R2,S,000E,1779256264,2,0.000000,0.0,1,00,0,0,29654271,4,1,1.000,-79,-79.0,13.00,13.0,904.0,45.0,0,113
02,1,1D462D,S,N2-R1,S,000D,1779256280,4,0.000000,0.0,2,00,0,0,29654271,20,2,1.000,-137,-68.5,47.00,23.5,380.0,55.5,1,95
03,1,DE5C6F,S,R1,S,000F,1779256320,1,0.000000,0.0,1,00,0,0,29654272,0,1,1.000,-81,-81.0,11.00,11.0,904.0,43.0,0,113
03,1,DA782A,S,R2,S,000F,1779256324,2,0.000000,0.0,1,00,0,0,29654272,4,1,1.000,-78,-78.0,14.00,14.0,904.0,46.0,0,113
02,1,1D462D,S,N2-R1,S,000E,1779256340,4,0.000000,0.0,2,00,0,0,29654272,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
03,1,DE5C6F,S,R1,S,0010,1779256380,1,0.000000,0.0,1,00,0,0,29654273,0,1,1.000,-78,-78.0,14.00,14.0,904.0,46.0,0,113
03,1,DA782A,S,R2,S,0010,1779256384,2,0.000000,0.0,1,00,0,0,29654273,4,1,1.000,-76,-76.0,16.00,16.0,904.0,48.0,0,113
02,1,1D462D,S,N2-R1,S,000F,1779256400,4,0.000000,0.0,2,00,0,0,29654273,20,2,1.000,-137,-68.5,47.00,23.5,380.0,55.5,1,95
03,1,DE5C6F,S,R1,S,0011,1779256440,1,0.000000,0.0,1,00,0,0,29654274,0,1,1.000,-80,-80.0,12.00,12.0,904.0,44.0,0,113
03,1,DA782A,S,R2,S,0011,1779256444,2,0.000000,0.0,1,00,0,0,29654274,4,1,1.000,-76,-76.0,16.00,16.0,904.0,48.0,0,113
02,1,1D462D,S,N2-R1,S,0010,1779256460,4,0.000000,0.0,2,00,0,0,29654274,20,2,1.000,-137,-68.5,47.00,23.5,380.0,55.5,1,95
03,1,DE5C6F,S,R1,S,0012,1779256500,1,0.000000,0.0,1,00,0,0,29654275,0,1,1.000,-80,-80.0,12.00,12.0,904.0,44.0,0,113
03,1,DA782A,S,R2,S,0012,1779256504,2,0.000000,0.0,1,00,0,0,29654275,4,1,1.000,-75,-75.0,17.00,17.0,904.0,49.0,0,113
01,1,1D462D,S,N2,S,0011,1779256520,4,0.000000,0.0,1,00,0,0,29654275,20,1,1.000,-82,-82.0,10.00,10.0,928.0,42.0,1,116
03,1,DE5C6F,S,R1,S,0013,1779256560,1,0.000000,0.0,1,00,0,0,29654276,0,1,1.000,-79,-79.0,13.00,13.0,904.0,45.0,0,113
03,1,DA782A,S,R2,S,0013,1779256564,2,0.000000,0.0,1,00,0,0,29654276,4,1,1.000,-77,-77.0,15.00,15.0,904.0,47.0,0,113
02,1,1D462D,S,N2-R1,S,0012,1779256580,4,0.000000,0.0,2,00,0,0,29654276,20,2,1.000,-136,-68.0,48.00,24.0,380.0,56.0,1,95
03,1,DE5C6F,S,R1,S,0014,1779256620,1,0.000000,0.0,1,00,0,0,29654277,0,1,1.000,-80,-80.0,12.00,12.0,904.0,44.0,0,113
03,1,DA782A,S,R2,S,0014,1779256624,2,0.000000,0.0,1,00,0,0,29654277,4,1,1.000,-77,-77.0,15.00,15.0,904.0,47.0,0,113
02,1,1D462D,S,N2-R1,S,0013,1779256640,4,0.000000,0.0,2,00,0,0,29654277,20,2,1.000,-137,-68.5,47.00,23.5,380.0,55.5,1,95
03,1,DE5C6F,S,R1,S,0015,1779256680,1,0.000000,0.0,1,00,0,0,29654278,0,1,1.000,-78,-78.0,14.00,14.0,904.0,46.0,0,113
03,1,DA782A,S,R2,S,0015,1779256684,2,0.000000,0.0,1,00,0,0,29654278,4,1,1.000,-76,-76.0,16.00,16.0,904.0,48.0,0,113
02,1,1D462D,S,N2-R1,S,0014,1779256700,4,0.000000,0.0,2,00,0,0,29654278,20,2,1.000,-135,-67.5,49.00,24.5,380.0,56.5,1,95
03,1,DE5C6F,S,R1,S,0016,1779256740,1,0.000000,0.0,1,00,0,0,29654279,0,1,1.000,-78,-78.0,14.00,14.0,904.0,46.0,0,113
03,1,DA782A,S,R2,S,0016,1779256744,2,0.000000,0.0,1,00,0,0,29654279,4,1,1.000,-76,-76.0,16.00,16.0,904.0,48.0,0,113
02,1,1D462D,S,N2-R1,S,0015,1779256760,4,0.000000,0.0,2,00,0,0,29654279,20,2,1.000,-137,-68.5,47.00,23.5,380.0,55.5,1,95
03,1,DA782A,S,R2,S,0017,1779256804,2,0.000000,0.0,1,00,0,0,29654280,4,1,1.000,-72,-72.0,20.00,20.0,904.0,52.0,0,113
02,1,1D462D,S,N2-R2,S,0016,1779256820,4,0.000000,0.0,2,00,0,0,29654280,20,2,1.000,-134,-67.0,50.00,25.0,380.0,57.0,1,95
03,1,DA782A,S,R2,S,0018,1779256864,2,0.000000,0.0,1,00,0,0,29654281,4,1,1.000,-72,-72.0,20.00,20.0,904.0,52.0,0,113
02,1,1D462D,S,N2-R2,S,0017,1779256880,4,0.000000,0.0,2,00,0,0,29654281,20,2,1.000,-135,-67.5,49.00,24.5,380.0,56.5,1,95
03,1,DA782A,S,R2,S,0019,1779256924,2,0.000000,0.0,1,00,0,0,29654282,4,1,1.000,-71,-71.0,21.00,21.0,904.0,53.0,0,113
02,1,1D462D,S,N2-R2,S,0018,1779256940,4,0.000000,0.0,2,00,0,0,29654282,20,2,1.000,-136,-68.0,48.00,24.0,380.0,56.0,1,95
03,1,DA782A,S,R2,S,001A,1779256984,2,0.000000,0.0,1,00,0,0,29654283,4,1,1.000,-72,-72.0,20.00,20.0,904.0,52.0,0,113
02,1,1D462D,S,N2-R2,S,0019,1779257000,4,0.000000,0.0,2,00,0,0,29654283,20,2,1.000,-135,-67.5,49.00,24.5,380.0,56.5,1,95
03,1,DA782A,S,R2,S,001B,1779257044,2,0.000000,0.0,1,00,0,0,29654284,4,1,1.000,-72,-72.0,20.00,20.0,904.0,52.0,0,113
02,1,1D462D,S,N2-R2,S,001A,1779257060,4,0.000000,0.0,2,00,0,0,29654284,20,2,1.000,-135,-67.5,49.00,24.5,380.0,56.5,1,95
03,1,DA782A,S,R2,S,001C,1779257104,2,0.000000,0.0,1,00,0,0,29654285,4,1,1.000,-78,-78.0,14.00,14.0,904.0,46.0,0,113
02,1,1D462D,S,N2-R2,S,001B,1779257120,4,0.000000,0.0,2,00,0,0,29654285,20,2,1.000,-143,-71.5,41.00,20.5,380.0,52.5,1,95
03,1,DA782A,S,R2,S,001D,1779257164,2,0.000000,0.0,1,00,0,0,29654286,4,1,1.000,-76,-76.0,16.00,16.0,904.0,48.0,0,113
02,1,1D462D,S,N2-R2,S,001C,1779257180,4,0.000000,0.0,2,00,0,0,29654286,20,2,1.000,-139,-69.5,45.00,22.5,380.0,54.5,1,95
03,1,DA782A,S,R2,S,001E,1779257224,2,0.000000,0.0,1,00,0,0,29654287,4,1,1.000,-73,-73.0,19.00,19.0,904.0,51.0,0,113
02,1,1D462D,S,N2-R2,S,001D,1779257240,4,0.000000,0.0,2,00,0,0,29654287,20,2,1.000,-134,-67.0,50.00,25.0,380.0,57.0,1,95
03,1,DA782A,S,R2,S,001F,1779257284,2,0.000000,0.0,1,00,0,0,29654288,4,1,1.000,-73,-73.0,19.00,19.0,904.0,51.0,0,113
02,1,1D462D,S,N2-R2,S,001E,1779257300,4,0.000000,0.0,2,00,0,0,29654288,20,2,1.000,-134,-67.0,50.00,25.0,380.0,57.0,1,95
03,1,DA782A,S,R2,S,0020,1779257344,2,0.000000,0.0,1,00,0,0,29654289,4,1,1.000,-75,-75.0,17.00,17.0,904.0,49.0,0,113
02,1,1D462D,S,N2-R2,S,001F,1779257360,4,0.000000,0.0,2,00,0,0,29654289,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
03,1,DA782A,S,R2,S,0021,1779257404,2,0.000000,0.0,1,00,0,0,29654290,4,1,1.000,-76,-76.0,16.00,16.0,904.0,48.0,0,113
02,1,1D462D,S,N2-R2,S,0020,1779257420,4,0.000000,0.0,2,00,0,0,29654290,20,2,1.000,-139,-69.5,45.00,22.5,380.0,54.5,1,95
03,1,DA782A,S,R2,S,0022,1779257464,2,0.000000,0.0,1,00,0,0,29654291,4,1,1.000,-77,-77.0,15.00,15.0,904.0,47.0,0,113
02,1,1D462D,S,N2-R2,S,0021,1779257480,4,0.000000,0.0,2,00,0,0,29654291,20,2,1.000,-141,-70.5,43.00,21.5,380.0,53.5,1,95
03,1,DA782A,S,R2,S,0023,1779257524,2,0.000000,0.0,1,00,0,0,29654292,4,1,1.000,-79,-79.0,13.00,13.0,904.0,45.0,0,113
02,1,1D462D,S,N2-R2,S,0022,1779257540,4,0.000000,0.0,2,00,0,0,29654292,20,2,1.000,-139,-69.5,45.00,22.5,380.0,54.5,1,95
03,1,DA782A,S,R2,S,0024,1779257584,2,0.000000,0.0,1,00,0,0,29654293,4,1,1.000,-79,-79.0,13.00,13.0,904.0,45.0,0,113
02,1,1D462D,S,N2-R2,S,0023,1779257600,4,0.000000,0.0,2,00,0,0,29654293,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
03,1,DA782A,S,R2,S,0025,1779257644,2,0.000000,0.0,1,00,0,0,29654294,4,1,1.000,-77,-77.0,15.00,15.0,904.0,47.0,0,113
02,1,1D462D,S,N2-R2,S,0024,1779257660,4,0.000000,0.0,2,00,0,0,29654294,20,2,1.000,-139,-69.5,45.00,22.5,380.0,54.5,1,95
03,1,DA782A,S,R2,S,0026,1779257704,2,0.000000,0.0,1,00,0,0,29654295,4,1,1.000,-79,-79.0,13.00,13.0,904.0,45.0,0,113
02,1,1D462D,S,N2-R2,S,0025,1779257720,4,0.000000,0.0,2,00,0,0,29654295,20,2,1.000,-140,-70.0,44.00,22.0,380.0,54.0,1,95
03,1,DA782A,S,R2,S,0027,1779257764,2,0.000000,0.0,1,00,0,0,29654296,4,1,1.000,-78,-78.0,14.00,14.0,904.0,46.0,0,113
01,1,1D462D,S,N2,S,0026,1779257780,4,0.000000,0.0,1,00,0,0,29654296,20,1,1.000,-81,-81.0,11.00,11.0,928.0,43.0,1,116
03,1,DA782A,S,R2,S,0028,1779257824,2,0.000000,0.0,1,00,0,0,29654297,4,1,1.000,-77,-77.0,15.00,15.0,904.0,47.0,0,113
02,1,1D462D,S,N2-R2,S,0027,1779257840,4,0.000000,0.0,2,00,0,0,29654297,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
03,1,DA782A,S,R2,S,0029,1779257884,2,0.000000,0.0,1,00,0,0,29654298,4,1,1.000,-78,-78.0,14.00,14.0,904.0,46.0,0,113
02,1,1D462D,S,N2-R2,S,0028,1779257900,4,0.000000,0.0,2,00,0,0,29654298,20,2,1.000,-139,-69.5,45.00,22.5,380.0,54.5,1,95
03,1,DA782A,S,R2,S,002A,1779257944,2,0.000000,0.0,1,00,0,0,29654299,4,1,1.000,-78,-78.0,14.00,14.0,904.0,46.0,0,113
02,1,1D462D,S,N2-R2,S,0029,1779257960,4,0.000000,0.0,2,00,0,0,29654299,20,2,1.000,-136,-68.0,48.00,24.0,380.0,56.0,1,95
03,1,DA782A,S,R2,S,002B,1779258004,2,0.000000,0.0,1,00,0,0,29654300,4,1,1.000,-78,-78.0,14.00,14.0,904.0,46.0,0,113
02,1,1D462D,S,N2-R2,S,002A,1779258020,4,0.000000,0.0,2,00,0,0,29654300,20,2,1.000,-141,-70.5,43.00,21.5,380.0,53.5,1,95
03,1,DA782A,S,R2,S,002C,1779258064,2,0.000000,0.0,1,00,0,0,29654301,4,1,1.000,-77,-77.0,15.00,15.0,904.0,47.0,0,113
02,1,1D462D,S,N2-R2,S,002B,1779258080,4,0.000000,0.0,2,00,0,0,29654301,20,2,1.000,-139,-69.5,45.00,22.5,380.0,54.5,1,95
03,1,DA782A,S,R2,S,002D,1779258124,2,0.000000,0.0,1,00,0,0,29654302,4,1,1.000,-77,-77.0,15.00,15.0,904.0,47.0,0,113
02,1,1D462D,S,N2-R2,S,002C,1779258140,4,0.000000,0.0,2,00,0,0,29654302,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
03,1,DA782A,S,R2,S,002E,1779258184,2,0.000000,0.0,1,00,0,0,29654303,4,1,1.000,-78,-78.0,14.00,14.0,904.0,46.0,0,113
02,1,1D462D,S,N2-R2,S,002D,1779258200,4,0.000000,0.0,2,00,0,0,29654303,20,2,1.000,-142,-71.0,42.00,21.0,380.0,53.0,1,95
03,1,DA782A,S,R2,S,002F,1779258244,2,0.000000,0.0,1,00,0,0,29654304,4,1,1.000,-79,-79.0,13.00,13.0,904.0,45.0,0,113
02,1,1D462D,S,N2-R2,S,002E,1779258260,4,0.000000,0.0,2,00,0,0,29654304,20,2,1.000,-140,-70.0,44.00,22.0,380.0,54.0,1,95
03,1,DA782A,S,R2,S,0030,1779258304,2,0.000000,0.0,1,00,0,0,29654305,4,1,1.000,-78,-78.0,14.00,14.0,904.0,46.0,0,113
02,1,1D462D,S,N2-R2,S,002F,1779258320,4,0.000000,0.0,2,00,0,0,29654305,20,2,1.000,-140,-70.0,44.00,22.0,380.0,54.0,1,95
03,1,DA782A,S,R2,S,0031,1779258364,2,0.000000,0.0,1,00,0,0,29654306,4,1,1.000,-78,-78.0,14.00,14.0,904.0,46.0,0,113
02,1,1D462D,S,N2-R2,S,0030,1779258380,4,0.000000,0.0,2,00,0,0,29654306,20,2,1.000,-139,-69.5,45.00,22.5,380.0,54.5,1,95
03,1,DA782A,S,R2,S,0032,1779258424,2,0.000000,0.0,1,00,0,0,29654307,4,1,1.000,-79,-79.0,13.00,13.0,904.0,45.0,0,113
02,1,1D462D,S,N2-R2,S,0031,1779258440,4,0.000000,0.0,2,00,0,0,29654307,20,2,1.000,-138,-69.0,46.00,23.0,380.0,55.0,1,95
03,1,DA782A,S,R2,S,0033,1779258484,2,0.000000,0.0,1,00,0,0,29654308,4,1,1.000,-77,-77.0,15.00,15.0,904.0,47.0,0,113
02,1,1D462D,S,N2-R2,S,0032,1779258500,4,0.000000,0.0,2,00,0,0,29654308,20,2,1.000,-139,-69.5,45.00,22.5,380.0,54.5,1,95
03,1,DA782A,S,R2,S,0034,1779258544,2,0.000000,0.0,1,00,0,0,29654309,4,1,1.000,-75,-75.0,17.00,17.0,904.0,49.0,0,113
